Location Name,Region,Identifier,Latitude,Longitude,RAOB Date,RAOB Time (UTC),RAOB Cycle,Obs 250mb (kt),GFS (kt),GFS Delta,ECMWF (kt),ECMWF Delta,CMC (kt),CMC Delta,ICON (kt),ICON Delta,RAOB Source,Status,Note
YAKUTAT AK,AK,70361,59.5167,-139.6666,2026-02-03,0:00,00Z,65,71,6,,,73,8,77,12,UWYO,OK,Exact 250 mb level.
ANNETTE ISLAND AK,AK,70398,55.0389,-131.5777,2026-02-03,0:00,00Z,105,99,-6,,,93,-12,98,-7,UWYO,OK,Exact 250 mb level.
SHEMYA AFB,AK,70414,52.7167,174.1,2026-02-03,0:00,00Z,83,3,-80,,,1,-82,1,-82,UWYO,OK,Exact 250 mb level.
NORMAN WELLS A NWT,CA,71043,65.2825,-126.8002,2026-02-03,0:00,00Z,44,46,2,,,45,1,47,3,UWYO,OK,Exact 250 mb level.
HALL BEACH UA NU,CA,71081,68.7667,-81.2167,2026-02-03,0:00,00Z,48,48,0,,,46,-2,47,-1,UWYO,OK,Exact 250 mb level.
ALERT UA NU,CA,71082,82.5,-62.3333,2026-02-03,0:00,00Z,13,16,3,,,14,1,17,4,UWYO,OK,Exact 250 mb level.
PORT HARDY A BC,CA,71109,50.6806,-127.3666,2026-02-03,0:00,00Z,63,68,5,,,62,-1,64,1,UWYO,OK,Exact 250 mb level.
STONY PLAIN UA ALTA,CA,71119,53.5475,-114.1083,2026-02-03,0:00,00Z,46,47,1,,,45,-1,48,2,UWYO,OK,Exact 250 mb level.
YARMOUTH A NS,CA,71603,43.8308,-66.0886,2026-02-03,0:00,00Z,23,19,-4,,,19,-4,17,-6,UWYO,OK,Exact 250 mb level.
GAGETOWN A NB,CA,71701,45.8333,-66.4333,2026-02-03,0:00,00Z,83,22,-61,,,22,-61,21,-62,UWYO,OK,Exact 250 mb level.
MANIWAKI UA QUE,CA,71722,46.3019,-76.0061,2026-02-03,0:00,00Z,20,20,0,,,22,2,23,3,UWYO,OK,Exact 250 mb level.
ST JOHN'S WEST UA NFLD,CA,71802,47.5167,-52.7833,2026-02-03,0:00,00Z,27,25,-2,,,22,-5,23,-4,UWYO,OK,Exact 250 mb level.
SEPT-ILES UA QUE,CA,71811,50.2167,-66.25,2026-02-03,0:00,00Z,21,17,-4,,,19,-2,20,-1,UWYO,OK,Exact 250 mb level.
STEPHENVILLE A NFLD,CA,71815,48.5333,-58.55,2026-02-03,0:00,00Z,11,11,0,,,12,1,12,1,UWYO,OK,Exact 250 mb level.
GOOSE A NFLD,CA,71816,53.3167,-60.4167,2026-02-03,0:00,00Z,25,21,-4,,,23,-2,23,-3,UWYO,OK,Exact 250 mb level.
LA GRANDE IV UA QUE,CA,71823,53.7572,-73.6792,2026-02-03,0:00,00Z,83,28,-55,,,25,-58,27,-56,UWYO,OK,Exact 250 mb level.
WINNIPEG UA MAN,CA,71843,49.8,-97.1333,2026-02-03,0:00,00Z,83,50,-33,,,54,-29,50,-33,UWYO,OK,Exact 250 mb level.
PICKLE LAKE A ONT,CA,71845,51.4464,-90.2142,2026-02-03,0:00,00Z,40,40,0,,,42,2,43,3,UWYO,OK,Exact 250 mb level.
THE PAS A MAN,CA,71867,53.9667,-101.1,2026-02-03,0:00,00Z,35,35,0,,,33,-2,32,-3,UWYO,OK,Exact 250 mb level.
KUUJJUAQ A QUE,CA,71906,58.1,-68.4167,2026-02-03,0:00,00Z,20,19,-1,,,21,1,23,3,UWYO,OK,Exact 250 mb level.
INUKJUAK A QUE,CA,71907,58.4673,-78.0787,2026-02-03,0:00,00Z,17,15,-2,,,15,-2,16,-1,UWYO,OK,Exact 250 mb level.
PRINCE GEORGE UA BC,CA,71908,53.9,-122.79,2026-02-03,0:00,00Z,92,127,35,,,112,20,113,21,UWYO,OK,Exact 250 mb level.
IQALUIT A NU,CA,71909,63.75,-68.55,2026-02-03,0:00,00Z,83,20,-63,,,20,-63,23,-60,UWYO,OK,Exact 250 mb level.
CHURCHILL A UA MAN,CA,71913,58.7333,-94.0667,2026-02-03,0:00,00Z,29,31,2,,,31,2,31,2,UWYO,OK,Exact 250 mb level.
EUREKA A NU,CA,71917,79.9833,-85.9333,2026-02-03,0:00,00Z,11,13,2,,,13,2,14,3,UWYO,OK,Exact 250 mb level.
RESOLUTE CARS NU,CA,71924,74.7169,-94.9694,2026-02-02,12:00,12Z,17,19,2,,,16,-1,18,1,UWYO,OK,Exact 250 mb level.
CAMBRIDGE BAY A NU,CA,71925,69.1081,-105.1383,2026-02-03,0:00,00Z,83,53,-30,,,53,-31,50,-33,UWYO,OK,Exact 250 mb level.
BAKER LAKE A NU,CA,71926,64.2989,-96.0778,2026-02-03,0:00,00Z,83,68,-15,,,70,-13,74,-9,UWYO,OK,Exact 250 mb level.
FORT SMITH A NWT,CA,71934,60.0203,-111.9619,2026-02-03,0:00,00Z,30,30,-1,,,34,4,34,4,UWYO,OK,Exact 250 mb level.
FORT NELSON A BC,CA,71945,58.8364,-122.5972,2026-02-03,0:00,00Z,58,56,-3,,,54,-4,53,-5,UWYO,OK,Exact 250 mb level.
INUVIK AWOS A NWT,CA,71957,68.3,-133.4833,2026-02-03,0:00,00Z,46,47,1,,,48,2,47,1,UWYO,OK,Exact 250 mb level.
WHITEHORSE A YT,CA,71964,60.7094,-135.0688,2026-02-03,0:00,00Z,43,43,0,,,43,0,47,4,UWYO,OK,Exact 250 mb level.
VERNON UA BC,CA,73033,50.2393,-119.2898,2026-02-03,0:00,00Z,101,103,2,,,104,3,107,6,UWYO,OK,Exact 250 mb level.
KAPUSKASING UA ON,CA,73111,49.405,-82.4428,2026-02-03,0:00,00Z,83,18,-65,,,16,-67,14,-69,UWYO,OK,Exact 250 mb level.
DUGWAY PRVGR,UT,74003,40.1667,-112.9333,2026-02-03,0:00,00Z,83,42,-42,,,47,-36,47,-36,UWYO,OK,Exact 250 mb level.
YUMA PROVING GROUNDS AZ,AZ,74004,32.8356,-114.4,2026-02-03,0:00,00Z,83,51,-33,,,54,-29,54,-29,UWYO,OK,Exact 250 mb level.
LINCOLN IL.,IL,74560,40.1517,-89.3383,2026-02-03,0:00,00Z,119,118,-1,,,117,-2,118,-1,UWYO,OK,Exact 250 mb level.
CHINA LAKE NAF CA.,CA,74612,35.6833,-117.6833,2026-02-03,0:00,00Z,83,20,-63,,,14,-69,14,-69,UWYO,OK,Exact 250 mb level.
WFO PHOENIX,AZ,74626,33.45,-111.95,2026-02-03,0:00,00Z,83,59,-25,,,56,-27,54,-29,UWYO,OK,Exact 250 mb level.
LAMONT,OK,74646,36.6,-97.5,2026-02-03,0:00,00Z,83,68,-16,,,67,-16,69,-15,UWYO,OK,Exact 250 mb level.
CAPE KENNEDY,FL,74794,28.4667,-80.55,2026-02-03,0:00,00Z,83,79,-4,,,80,-3,80,-3,UWYO,OK,Exact 250 mb level.
EMPALME SON.,MX,76256,27.9573,-110.7973,2026-02-03,0:00,00Z,83,52,-31,,,49,-34,54,-29,UWYO,OK,Exact 250 mb level.
AEROP.INTERNACIONAL MONTERREY,MX,76394,25.8667,-100.2333,2026-02-03,0:00,00Z,83,55,-28,,,55,-28,59,-24,UWYO,OK,Exact 250 mb level.
LA PAZ BCS,MX,76405,24.1288,-110.3206,2026-02-03,0:00,00Z,83,58,-25,,,50,-33,56,-27,UWYO,OK,Exact 250 mb level.
COLONIA JUAN CARRASCO MAZATLAN,MX,76458,23.2173,-106.4111,2026-02-03,0:00,00Z,83,47,-36,,,46,-37,45,-38,UWYO,OK,Exact 250 mb level.
ZACATECAS SONDEO,MX,76526,22.7465,-102.5066,2026-02-03,0:00,00Z,83,50,-33,,,49,-34,51,-32,UWYO,OK,Exact 250 mb level.
CANCUN,MX,76595,21.029,-86.8521,2026-02-03,0:00,00Z,83,54,-29,,,53,-31,53,-30,UWYO,OK,Exact 250 mb level.
GUADALAJARA JAL.,MX,76612,20.7065,-103.3923,2026-02-03,0:00,00Z,83,51,-32,,,48,-35,45,-38,UWYO,OK,Exact 250 mb level.
AEROP.INTERNACIONAL MERIDA YU,MX,76644,20.9468,-89.6521,2026-02-03,0:00,00Z,83,48,-35,,,48,-35,48,-35,UWYO,OK,Exact 250 mb level.
MANZANILLO COL.,MX,76654,19.0445,-104.3185,2026-02-03,0:00,00Z,83,47,-36,,,43,-40,40,-43,UWYO,OK,Exact 250 mb level.
AEROP. INTERNACIONAL MEXICO D,MX,76679,19.4037,-99.1966,2026-02-03,0:00,00Z,41,43,2,,,41,0,40,-1,UWYO,OK,Exact 250 mb level.
HACIENDA YLANG YLANG VERACRUZ,MX,76692,19.143,-96.1113,2026-02-03,0:00,00Z,83,41,-42,,,43,-40,44,-39,UWYO,OK,Exact 250 mb level.
VILLAHERMOSA TAB.,MX,76743,17.981,-92.9215,2026-02-03,0:00,00Z,83,41,-42,,,38,-45,37,-47,UWYO,OK,Exact 250 mb level.
ACAPULCO GRO.,MX,76805,16.7629,-99.7494,2026-02-03,0:00,00Z,83,37,-46,,,34,-49,37,-47,UWYO,OK,Exact 250 mb level.
TAPACHULA CHIS,MX,76903,14.8872,-92.2964,2026-02-02,12:00,12Z,83,38,-45,,,32,-51,31,-52,UWYO,OK,Exact 250 mb level.
L F WADE INTERNATIONAL AIRPORT,BM,78016,32.3669,-64.6772,2026-02-02,12:00,12Z,175,170,-5,,,171,-4,173,-2,UWYO,OK,Exact 250 mb level.
OWEN ROBERTS AIRPORT GRAND CAY,KY,78384,19.2944,-81.3632,2026-02-03,0:00,00Z,71,63,-8,,,65,-6,65,-6,UWYO,OK,Exact 250 mb level.
WINDSOR,JM,78397,17.9739,-76.9733,2026-02-03,0:00,00Z,56,64,8,,,58,2,61,5,UWYO,OK,Exact 250 mb level.
SANTO DOMINGO (78486-0),DO,78486,18.4734,-69.8705,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
SAN JUAN/INT. PUERTO RICO,PR,78526,18.4317,-65.9919,2026-02-03,0:00,00Z,37,36,-1,,,34,-3,34,-3,UWYO,OK,Exact 250 mb level.
BELIZE/PHILLIP GOLDSTON INTL.,BZ,78583,17.5333,-88.3,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
COROZAL OESTE,PA,78807,8.9667,-79.5667,2026-02-03,0:00,00Z,26,25,-1,,,24,-2,25,-1,UWYO,OK,Exact 250 mb level.
JULIANA AIRPORT ST. MAARTEN,SX,78866,18.0385,-63.1192,2026-02-03,0:00,00Z,33,27,-6,,,29,-4,32,-1,UWYO,OK,Exact 250 mb level.
LE RAIZET AERO,GP,78897,16.2639,-61.5164,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
GRANTLEY ADAMS,BB,78954,13.0716,-59.4922,2026-02-03,0:00,00Z,12,11,-1,,,13,1,14,2,UWYO,OK_ESTIMATED,Interpolated from 266/244 mb
PIARCO INT. AIRPORT TRINIDAD,TT,78970,10.5917,-61.3432,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
HATO AIRPORT CURACAO,CW,78988,12.2,-68.9667,2026-02-03,0:00,00Z,12,12,0,,,14,2,11,-1,UWYO,OK,Exact 250 mb level.
LIHUE KAUAI HAWAII,HI,91165,21.9933,-159.3466,2026-02-03,0:00,00Z,73,70,-4,,,74,1,72,-1,UWYO,OK,Exact 250 mb level.
HILO HI HAWAII,HI,91285,19.7183,-155.0583,2026-02-03,0:00,00Z,50,51,1,,,49,-1,46,-4,UWYO,OK,Exact 250 mb level.
WEATHER FORECAST OFFICE GUAM,GU,91212,13.4767,144.7944,2026-02-03,0:00,00Z,21,14,-7,,,17,-4,17,-4,UWYO,OK,Exact 250 mb level.
TRUK/CAROLINE IS.,FM,91334,7.45,151.8333,2026-02-03,0:00,00Z,22,23,1,,,27,5,25,3,UWYO,OK,Exact 250 mb level.
PONAPE/CAROLINE IS.,FM,91348,6.95,158.2,2026-02-03,0:00,00Z,29,25,-4,,,31,2,27,-2,UWYO,OK,Exact 250 mb level.
MAJURO/MARSHALL IS. INTNL.,MH,91376,7.0683,171.2942,2026-02-03,0:00,00Z,16,13,-3,,,21,5,21,5,UWYO,OK,Exact 250 mb level.
KOROR/CAROLINE IS.,PW,91408,7.3333,134.4833,2026-02-03,0:00,00Z,19,15,-4,,,15,-4,18,-1,UWYO,OK,Exact 250 mb level.
YAP/CAROLINE IS.,FM,91413,9.4833,138.0667,2026-02-03,0:00,00Z,10,21,11,,,14,4,12,2,UWYO,OK,Exact 250 mb level.
BAUERFIELD (EFATE),VU,91557,-17.6947,168.3129,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
NOUMEA (NLLE-CALEDONIE),NC,91592,-22.2761,166.4528,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
TARAWA,KI,91610,1.35,172.9167,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
FUNAFUTI (91643-0),TV,91643,-8.5167,179.2167,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
NADI AIRPORT,FJ,91680,-17.7597,177.4447,2026-02-03,0:00,00Z,3,3,0,,,3,0,4,1,UWYO,OK,Exact 250 mb level.
PAGO PAGO/INT.AIRP. AMERICAN S,AS,91765,-14.3383,-170.7191,2026-02-03,0:00,00Z,13,17,4,,,16,3,12,-1,UWYO,OK,Exact 250 mb level.
HIVA-OA,PF,91925,-9.8061,-139.0355,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
TAHITI-FAAA,PF,91938,-17.5553,-149.6144,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
MANGAREVA,PF,91948,-23.1303,-134.9652,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
RAPA,PF,91958,-27.6183,-144.3347,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
WHENUAPAI,NZ,93112,-36.7928,174.6214,2026-02-03,0:00,00Z,89,90,1,,,89,0,90,1,UWYO,OK,Exact 250 mb level.
PARAPARAUMU AERODROME,NZ,93417,-40.9044,174.9839,2026-02-03,0:00,00Z,122,118,-4,,,120,-2,118,-4,UWYO,OK,Exact 250 mb level.
INVERCARGILL AIRPORT,NZ,93844,-46.4108,168.3178,2026-02-03,0:00,00Z,11,7,-4,,,7,-4,9,-2,UWYO,OK,Exact 250 mb level.
YEPPOON (BARMARYEE),AU,94001,-23.127,150.701,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
CLIFTON BEACH,AU,94005,-42.9677,147.5342,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
DARWIN AIRPORT,AU,94120,-12.4239,130.8925,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
EAST ARNHEM,AU,94155,-12.3845,136.7959,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
WEIPA AERO,AU,94170,-12.6778,141.9208,2026-02-02,0:00,00Z,8,6,-2,,,8,0,6,-2,UWYO,OK,Exact 250 mb level.
BROOME AIRPORT,AU,94203,-17.9475,122.2353,2026-02-03,0:00,00Z,7,9,2,,,5,-3,3,-4,UWYO,OK,Exact 250 mb level.
WILLIS ISLAND,AU,94299,-16.2833,149.965,2026-02-03,0:00,00Z,15,17,2,,,19,4,15,0,UWYO,OK,Exact 250 mb level.
LEARMONTH AIRPORT,AU,94302,-22.2405,114.0967,2026-02-03,0:00,00Z,10,11,1,,,8,-2,10,0,UWYO,OK,Exact 250 mb level.
PORT HEDLAND AIRPORT,AU,94312,-20.3725,118.6317,2026-02-03,0:00,00Z,7,9,2,,,7,0,8,1,UWYO,OK,Exact 250 mb level.
ALICE SPRINGS AIRPORT,AU,94326,-23.795,133.8889,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
MOUNT ISA AERO,AU,94332,-20.6778,139.4875,2026-02-03,0:00,00Z,30,29,-1,,,26,-4,26,-5,UWYO,OK,Exact 250 mb level.
GERALDTON AIRPORT,AU,94403,-28.8044,114.6989,2026-02-03,0:00,00Z,34,33,-1,,,31,-4,32,-2,UWYO,OK,Exact 250 mb level.
MEEKATHARRA AIRPORT,AU,94430,-26.6136,118.5372,2026-02-03,0:00,00Z,9,9,0,,,10,1,9,0,UWYO,OK,Exact 250 mb level.
GILES METEOROLOGICAL OFFICE,AU,94461,-25.0342,128.3011,2026-02-03,0:00,00Z,13,6,-7,,,15,2,12,-1,UWYO,OK,Exact 250 mb level.
CHARLEVILLE AERO,AU,94510,-26.4139,146.2558,2026-02-03,0:00,00Z,46,39,-7,,,45,-1,42,-4,UWYO,OK,Exact 250 mb level.
BRISBANE AERO,AU,94578,-27.3917,153.1292,2026-02-03,0:00,00Z,32,25,-7,,,35,3,32,0,UWYO,OK,Exact 250 mb level.
PERTH AIRPORT,AU,94610,-31.9275,115.9764,2026-02-03,0:00,00Z,53,58,5,,,57,4,55,2,UWYO,OK,Exact 250 mb level.
KALGOORLIE-BOULDER AIRPORT,AU,94637,-30.7847,121.4533,2026-02-02,0:00,00Z,57,54,-3,,,57,0,56,-2,UWYO,OK,Exact 250 mb level.
CEDUNA AMO,AU,94653,-32.1297,133.6975,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
WOOMERA AERODROME,AU,94659,-31.1558,136.8053,2026-02-03,0:00,00Z,61,61,0,,,53,-8,54,-7,UWYO,OK,Exact 250 mb level.
ADELAIDE AIRPORT,AU,94672,-34.9525,138.5203,2026-02-03,0:00,00Z,44,44,0,,,46,2,44,0,UWYO,OK,Exact 250 mb level.
COBAR MO,AU,94711,-31.4839,145.8294,2026-02-03,0:00,00Z,34,40,6,,,40,6,43,9,UWYO,OK,Exact 250 mb level.
NOWRA RAN AIR STATION AWS,AU,94750,-34.9469,150.5353,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
SYDNEY AIRPORT AMO,AU,94767,-33.9464,151.173,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
TOCAL AWS,AU,94775,-32.6297,151.5919,2026-02-03,0:00,00Z,43,49,6,,,43,0,43,0,UWYO,OK,Exact 250 mb level.
ALBANY AIRPORT,AU,94802,-34.9414,117.8022,2026-02-03,0:00,00Z,94,91,-3,,,91,-3,92,-2,UWYO,OK,Exact 250 mb level.
MOUNT GAMBIER AERO,AU,94821,-37.7472,140.7739,2026-02-02,0:00,00Z,14,15,1,,,17,3,16,2,UWYO,OK,Exact 250 mb level.
MELBOURNE AIRPORT,AU,94866,-37.6656,144.8322,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
WAGGA WAGGA AMO,AU,94910,-35.1583,147.4572,2026-02-02,0:00,00Z,44,45,1,,,45,1,44,-1,UWYO,OK,Exact 250 mb level.
LORD HOWE ISLAND AERO,AU,94995,-31.5422,159.0786,2026-02-03,0:00,00Z,53,42,-11,,,53,0,57,4,UWYO,OK,Exact 250 mb level.
NORFOLK ISLAND AERO,NF,94996,-29.0389,167.9408,2026-02-03,0:00,00Z,25,24,-1,,,27,2,27,2,UWYO,OK,Exact 250 mb level.
MACQUARIE ISLAND,AU,94998,-54.4994,158.9369,2026-02-03,0:00,00Z,81,83,2,,,82,1,83,2,UWYO,OK,Exact 250 mb level.
WOODSTOCK,AU,95282,-19.6337,146.8578,2026-02-03,0:00,00Z,18,18,0,,,18,0,14,-4,UWYO,OK,Exact 250 mb level.
MOREE AERO,AU,95527,-29.4897,149.8472,2026-02-02,0:00,00Z,48,46,-2,,,49,1,48,0,UWYO,OK,Exact 250 mb level.
KENNAOOK / CAPE GRIM,AU,95954,-40.6792,144.6903,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
KAVALI,BF,43243,14.9167,0.008,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
DIEN BIEN,ML,48811,21.3572,0.0103,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
DAKHLA,EH,60096,23.7111,-15.9308,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
CASABLANCA,MA,60155,33.5667,-7.6667,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
BENI MELLAL SIDI JABER,MA,60191,32.3667,-6.4,2026-02-03,0:00,00Z,52,57,5,,,54,2,55,3,UWYO,OK,Exact 250 mb level.
TAROUDANT,MA,60253,30.5,-8.8167,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
DAR-EL-BEIDA,DZ,60390,36.6899,3.2166,2026-02-03,0:00,00Z,114,110,-5,,,112,-2,111,-3,UWYO,OK,Exact 250 mb level.
BECHAR,DZ,60571,31.6543,-2.2524,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
IN-SALAH,DZ,60630,27.2537,2.5116,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
TINDOUF,DZ,60656,27.7041,-8.1692,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
TAMANRASSET,DZ,60680,22.8253,5.4525,2026-02-03,0:00,00Z,60,61,1,,,57,-3,57,-3,UWYO,OK,Exact 250 mb level.
TUNIS-CARTHAGE,TN,60715,36.8507,10.2147,2026-02-02,0:00,00Z,68,67,-2,,,66,-2,70,2,UWYO,OK,Exact 250 mb level.
TOZEUR,TN,60760,33.9167,8.1667,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
AGADEZ,NE,61024,16.9667,7.9833,2026-02-02,12:00,12Z,73,69,-4,,,69,-4,74,1,UWYO,OK,Exact 250 mb level.
NIAMEY-AERO,NE,61052,13.4833,2.1667,2026-02-03,0:00,00Z,61,57,-4,,,61,0,58,-3,UWYO,OK,Exact 250 mb level.
BAMAKO/SENOU,ML,61291,12.5333,-7.95,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
ST. HELENA IS.,SH,61901,-15.9419,-5.6672,2026-02-02,12:00,12Z,3,9,6,,,8,5,7,4,UWYO,OK,Exact 250 mb level.
SAINT-DENIS/GILLOT (REUNION),RE,61980,-20.8925,55.5286,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
VACOAS (MAURITIUS),MU,61995,-20.2975,57.4947,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
MERSA MATRUH,EG,62306,31.3253,27.2217,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
HELWAN,EG,62378,29.8628,31.3492,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
SOUTH OF VALLEY UNIVERSITY,EG,62403,26.2003,32.7467,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
ASSWAN,EG,62414,23.9644,32.82,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
DAGORETTI CORNER,KE,63741,-1.3012,36.7597,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
SEYCHELLES INTER. AIRPORT,SC,63985,-4.679,55.5308,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
BRAZZAVILLE /MAYA-MAYA,CG,64450,-4.2636,15.2429,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
BANGUI,CF,64650,4.4,18.5167,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
NDJAMENA,TD,64700,12.08,15.02,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
SARH,TD,64750,9.15,18.3833,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
NGAOUNDERE,CM,64870,7.35,13.5667,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
COTONOU,BJ,65344,6.35,2.3833,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
LOME,TG,65387,6.1667,1.25,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
OUAGADOUGOU,BF,65503,12.35,-1.5167,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
BOBO-DIOULASSO,BF,65510,11.1667,-4.3,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
MAN,CI,65548,7.3833,-7.5167,2026-02-02,12:00,12Z,40,42,2,,,40,-1,31,-9,UWYO,OK,Exact 250 mb level.
ABIDJAN,CI,65578,5.25,-3.9333,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
LUANDA,AO,66160,-8.8481,13.2353,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
HAHAYA INT. AIRPORT,KM,67002,-11.5333,43.2667,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
ANTANANARIVO/IVATO,MG,67083,-18.8,47.4833,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
